# pos	patient1-5371622	patient2-5371623	patient3-5371624	patient4-5371625	patient5-5371626	patient6-5371627	patient7-5371628	patient8-5371629	patient9-5371630	patient10-5371631	patient11-5371632	patient12-5371633	patient13-5371634	patient14-5371635	patient15-5371636	patient16-5371637	patient17-5371638	patient18-5371639	patient19-5371640	patient20-5371641	patient21-5371642	patient22-5371643	patient23-5371644	patient24-5371645
7678	7664	6628	2066	2112	19	18	5	4	13	14	3	4	3798	4368	1030	1247	6850	6694	1737	1958	7843	7973	1818	2081
7679	7627	6625	2059	2113	19	18	5	4	13	14	3	4	3920	4489	1042	1247	6746	6725	1725	1965	7804	8006	1812	2084
7680	7840	6693	2097	2131	20	18	5	4	13	14	3	4	3917	4487	1041	1246	6769	6735	1734	1968	7789	8032	1808	2086
7681	7845	6619	2106	2119	20	18	5	4	13	14	3	4	3917	4485	1031	1237	6794	6698	1729	1954	7898	8054	1825	2098
7682	7776	6410	2104	2032	20	18	5	4	13	14	3	4	3914	4484	1031	1237	6701	6577	1722	1890	7907	7918	1820	2059
7683	7760	6327	2052	2017	20	18	5	4	13	14	3	4	3913	4482	1028	1204	6673	6516	1672	1861	7957	7843	1815	2035
7684	7843	6369	2071	2032	20	18	5	4	13	14	3	4	3912	4479	1005	1204	6686	6514	1664	1858	7960	7864	1816	2048
7685	7776	6206	2070	2010	20	17	5	4	13	14	3	4	3898	4463	1003	1202	6480	6170	1614	1781	7865	7816	1798	2036
7686	7851	6252	2082	2012	20	17	5	4	14	14	3	4	3897	4462	1003	1202	6499	6111	1617	1771	7970	7816	1806	2031
7687	7875	6238	2072	1999	20	16	5	4	14	14	3	4	3894	4393	1003	1191	6473	6074	1612	1766	7955	7818	1808	2034
7688	7825	6121	2059	1984	20	16	5	4	14	14	3	4	3884	4387	1000	1189	6413	5980	1610	1762	7937	7787	1795	2042
7689	7849	6194	2044	1950	20	16	5	4	14	14	3	4	3791	4293	986	1176	6400	5951	1580	1725	7885	7845	1769	2021
7690	7877	6263	2049	1955	20	16	4	3	14	14	3	4	2727	2107	648	587	6296	5815	1565	1699	8044	7917	1787	2026
7691	7779	6000	2004	1880	20	16	4	2	14	14	3	4	2725	2105	648	587	6223	5503	1529	1629	8009	7773	1774	2004
7692	7678	5813	1967	1825	20	16	4	2	14	15	3	4	2696	2042	643	581	6134	5406	1504	1593	8066	7596	1754	1955
7693	7647	5775	1963	1821	20	16	4	2	14	15	3	4	2688	2040	639	581	6117	5449	1502	1584	8097	7719	1764	1967
7694	7644	5774	1961	1820	20	16	4	2	14	15	3	4	2688	2040	639	581	6117	5458	1486	1578	8092	7723	1765	1968
7695	7568	5638	1926	1756	20	16	4	2	14	15	3	4	2688	2040	639	581	6001	5320	1474	1560	7995	7604	1747	1936
7696	7035	4593	1571	1436	20	16	4	2	14	15	3	4	2625	2033	626	552	6015	5336	1476	1561	7908	7542	1632	1865
7697	7018	4576	1569	1436	20	16	4	2	14	15	3	4	2625	2034	626	552	5983	5259	1476	1554	7916	7572	1631	1866
7698	6977	4534	1565	1432	20	15	4	2	14	15	3	4	2626	2036	626	553	5971	5125	1470	1492	7887	7526	1623	1861
7699	6964	4504	1552	1424	20	15	4	2	14	15	3	4	2627	2037	626	554	5957	5116	1411	1467	7942	7573	1624	1868
7700	7009	4528	1564	1436	21	16	4	2	14	15	3	4	2942	2344	710	622	5952	5116	1411	1467	7959	7615	1631	1891
7701	7019	4545	1563	1436	21	16	4	2	14	15	3	4	2944	2345	710	622	5941	5106	1407	1459	7963	7636	1633	1899
7702	6922	4404	1554	1358	21	16	4	2	14	15	3	4	2949	2377	710	628	5901	4985	1395	1436	8005	7616	1638	1884
7703	6815	4171	1547	1290	21	16	4	2	14	15	3	4	2956	2378	711	628	5811	4803	1385	1383	7993	7620	1641	1883
7704	6812	4170	1542	1283	21	16	4	2	14	15	3	4	2956	2405	714	630	5821	4795	1359	1381	8013	7607	1640	1882
7705	6803	4165	1541	1279	21	17	4	2	14	14	3	4	2960	2405	714	630	5814	4787	1351	1373	8045	7633	1649	1883
7706	6720	4010	1529	1215	21	17	4	2	14	13	3	4	2961	2405	715	630	5777	4717	1348	1364	8026	7597	1641	1867
7707	6718	4008	1530	1209	21	17	4	2	15	13	3	4	2961	2405	717	630	5757	4609	1338	1341	8030	7659	1653	1904
7708	6699	3958	1530	1192	21	17	4	2	15	13	3	4	2961	2405	717	630	5792	4599	1333	1318	8007	7610	1651	1895
7709	6682	3947	1527	1190	21	17	4	2	15	13	3	4	2965	2449	717	641	5733	4481	1312	1277	7984	7605	1645	1882
7710	6689	3955	1527	1200	21	17	4	2	15	13	3	4	3170	2451	758	641	5710	4384	1293	1244	7868	7390	1634	1850
7711	6715	4101	1527	1210	21	17	4	2	15	13	3	4	3176	2619	760	668	5608	4333	1245	1175	7826	7483	1638	1850
7712	7290	4813	1640	1370	21	17	4	2	16	13	3	4	3177	2649	762	672	5602	4344	1245	1175	7808	7415	1629	1841
7713	7295	4843	1641	1379	22	17	4	2	16	13	3	4	3177	2649	762	672	5579	4347	1249	1168	7818	7463	1633	1853
7714	7356	4884	1650	1415	22	17	4	2	16	13	3	4	3177	2649	762	672	5551	4349	1176	1156	7902	7471	1652	1874
7715	7437	5092	1658	1430	22	17	4	2	16	14	3	4	3177	2649	762	674	5554	4307	1173	1142	8015	7469	1656	1859
7716	7494	5357	1670	1469	22	18	4	2	16	14	3	4	3273	2809	784	689	5579	4301	1172	1112	7957	7370	1639	1811
7717	7736	5467	1715	1487	22	18	4	2	16	14	3	4	3273	2816	785	693	5568	4234	1166	1088	7934	7312	1633	1779
7718	7561	5125	1711	1412	22	18	4	2	16	14	3	4	3420	3130	793	754	5529	4095	1159	1063	7970	7222	1641	1736
7719	7617	5252	1724	1425	22	18	4	2	16	15	3	4	3462	3141	796	757	5528	4128	1158	1064	7982	7274	1611	1741
7720	7655	5389	1732	1453	22	18	4	2	17	15	3	4	3464	3284	796	784	5483	4151	1154	1068	7846	7166	1593	1731
7721	7703	5428	1744	1467	22	18	4	2	18	16	3	4	3464	3287	797	785	5494	4155	1154	1071	7830	7210	1593	1744
7722	7811	5499	1759	1483	22	18	4	2	18	16	3	4	3473	3328	799	794	5456	4228	1151	1098	7863	7230	1595	1750
7723	7883	5534	1775	1490	22	18	4	2	18	16	3	4	3492	3332	808	796	5467	4239	1135	1114	7876	7285	1581	1751
7724	7916	5588	1782	1500	22	18	4	2	18	16	3	4	3497	3363	809	808	5412	4251	1136	1123	7884	7296	1590	1756
7725	7968	5768	1793	1533	22	18	4	2	18	16	3	4	3504	3375	811	814	5428	4534	1138	1132	7940	7463	1597	1782
7726	8012	5926	1803	1585	13	9	3	2	18	17	3	4	3506	3379	812	815	5409	4585	1133	1143	7951	7564	1602	1806
7727	8126	6209	1822	1619	13	9	3	2	19	17	3	4	3510	3383	813	817	5417	4650	1129	1155	7989	7668	1613	1818
7728	8291	6331	1844	1638	13	10	3	2	19	18	3	4	3515	3383	813	817	5412	4655	1128	1151	8074	7662	1618	1822
7729	8355	6567	1856	1692	13	11	3	2	19	18	3	4	3535	3405	814	819	5434	4710	1131	1163	8119	7772	1630	1849
7730	8369	6752	1862	1722	13	11	3	2	19	18	3	4	3536	3407	814	819	5394	4781	1124	1179	8109	7813	1627	1847
7731	8538	6950	1870	1760	14	12	3	2	19	18	3	4	3530	3410	811	814	5454	4958	1129	1193	8160	7975	1624	1881
7732	8573	6974	1872	1804	13	12	3	2	19	18	3	4	3529	3412	809	814	5488	4973	1133	1190	8155	7937	1619	1873
7733	8875	7445	1905	1828	13	12	3	2	19	19	3	4	3525	3412	810	813	5521	5032	1139	1188	8184	7952	1616	1874
7734	9014	7590	1934	1884	13	12	3	2	19	19	3	4	3526	3413	830	813	5512	5036	1140	1208	8271	7994	1624	1903
7735	9036	7585	1947	1938	13	12	3	2	20	19	3	4	3506	3411	829	814	5516	5001	1137	1218	8283	7993	1628	1911
7736	9121	7986	1957	1978	13	13	3	2	20	19	3	4	3470	3411	825	814	5500	4999	1106	1194	8358	8201	1635	1925
7737	9499	8461	2016	2014	13	13	3	2	22	22	3	4	3465	3410	824	814	5589	5157	1112	1205	8360	8364	1633	1942
7738	9548	8514	2029	2018	13	13	3	2	22	22	3	4	3462	3325	803	780	5605	5184	1114	1210	8372	8417	1635	1957
7739	9721	8703	2078	2066	13	13	3	2	22	22	3	4	3204	3106	749	719	5598	5180	1116	1216	8507	8609	1641	1983
7740	9826	9017	2096	2124	12	13	3	2	23	23	3	4	3206	3106	752	716	5635	5245	1125	1232	8635	8757	1660	2001
7741	9848	9048	2099	2128	12	13	3	2	23	24	3	4	3578	3465	834	814	5704	5736	1135	1274	8661	8788	1657	1999
7742	9887	9101	2099	2133	12	13	3	2	23	24	3	4	3582	3465	834	814	5740	5765	1135	1283	8609	8860	1659	2015
7743	10003	9247	2127	2163	12	14	3	2	23	24	3	4	3585	3465	834	814	5809	5855	1142	1290	8625	8894	1649	2014
7744	10029	9332	2138	2177	12	14	3	2	23	25	3	4	3588	3466	835	814	5825	6019	1147	1304	8608	8763	1636	1988
7745	10077	9678	2147	2255	12	15	3	3	23	26	3	4	3606	3466	839	814	5803	6156	1150	1326	8760	8986	1658	2026
7746	10211	9914	2165	2286	12	15	3	3	24	27	3	4	3781	3466	874	813	5878	6318	1160	1331	8923	9067	1686	2033
7747	10339	10061	2205	2324	12	15	3	3	24	27	4	5	3791	3466	876	813	5892	6332	1145	1328	8999	9154	1698	2033
7748	10539	10293	2254	2384	12	15	3	3	24	27	4	5	3793	3464	876	810	5884	6332	1146	1347	9100	9257	1709	2042
7749	10628	10537	2265	2418	12	15	3	3	24	28	4	6	3852	3521	895	836	5933	6507	1142	1373	9199	9303	1716	2036
7750	10694	10649	2269	2440	12	15	3	3	24	28	4	6	3855	3394	896	810	5917	6509	1143	1364	9307	9412	1719	2030
7751	10784	10893	2284	2487	12	15	3	3	24	28	4	6	3889	3432	904	818	5938	6576	1142	1365	9379	9521	1745	2112
7752	10810	10943	2284	2485	13	15	3	3	25	28	4	6	3897	3431	904	814	5907	6592	1142	1367	9431	9566	1753	2117
7753	10818	10926	2280	2486	13	16	3	3	25	28	4	6	3903	3432	904	814	5895	6584	1148	1361	9448	9574	1762	2125
7754	11221	11254	2364	2568	13	16	3	3	26	28	4	6	3913	3436	914	825	6012	6712	1163	1380	9473	9576	1766	2127
7755	11239	11230	2360	2562	13	16	3	3	25	27	4	6	3911	3434	896	808	6001	6701	1150	1374	9365	9274	1761	2095
7756	11337	11340	2374	2572	13	16	3	3	25	27	4	6	3913	3436	898	808	6075	6748	1159	1373	9401	9311	1778	2083
7757	11369	11374	2381	2568	13	16	3	3	25	27	4	6	4254	3831	958	871	6072	6766	1162	1378	9457	9345	1794	2085
7758	11385	11389	2379	2568	13	16	3	3	25	27	4	6	4264	3833	958	871	6083	6755	1164	1378	9473	9365	1798	2087
7759	11523	11537	2407	2602	13	16	3	3	25	27	4	6	4265	3834	956	871	6147	6822	1177	1396	9488	9334	1803	2083
7760	11535	11548	2410	2613	13	16	3	3	25	27	4	6	4570	3875	997	877	6177	6846	1182	1397	9521	9363	1808	2111
7761	11553	11588	2420	2640	13	16	4	3	26	27	4	6	4532	3879	997	877	6147	6833	1176	1396	9596	9458	1826	2125
7762	11645	11680	2452	2668	12	15	4	3	26	27	4	6	4541	3883	998	877	6186	6896	1180	1407	9608	9504	1821	2120
7763	11740	11843	2477	2678	13	16	4	3	26	27	4	6	4544	3883	998	877	6255	6971	1186	1402	9603	9493	1817	2108
7764	11756	11848	2478	2681	13	16	3	3	26	27	4	5	4545	3885	999	877	6329	7024	1189	1409	9582	9461	1811	2100
7765	11942	12017	2514	2720	13	16	3	3	25	27	3	5	4349	3672	961	836	6417	7087	1201	1421	9642	9473	1827	2114
7766	11966	12049	2520	2718	13	16	3	3	25	26	3	5	4349	3602	959	825	6401	7084	1208	1428	9551	9368	1822	2089
7767	12007	12063	2529	2724	13	16	3	3	25	26	3	5	4517	3794	998	869	6457	7141	1200	1428	9594	9397	1836	2114
7768	12026	12086	2537	2728	13	16	3	3	25	26	3	5	4521	3792	998	869	6457	7142	1199	1429	9694	9467	1851	2121
7769	12118	12195	2545	2784	13	16	3	3	25	26	3	5	4536	3791	993	862	6480	7166	1199	1444	9706	9451	1819	2115
7770	12185	12283	2565	2788	13	16	3	3	25	27	3	5	4540	3790	990	858	6477	7156	1196	1433	9783	9475	1826	2123
7771	12328	12428	2605	2791	13	16	3	3	25	28	3	5	4543	3789	973	842	6511	7197	1204	1435	9829	9402	1837	2114
7772	12379	12488	2614	2787	13	16	3	3	25	28	3	5	4553	3788	974	842	6529	7202	1205	1429	9824	9402	1840	2115
7773	12428	12548	2628	2785	13	16	3	3	25	28	3	5	4571	3790	975	842	6448	7201	1206	1429	9909	9536	1848	2146
7774	12462	12594	2613	2781	13	16	3	3	25	28	3	5	4575	3790	976	843	6413	7196	1198	1432	9918	9526	1853	2152
7775	12613	12742	2644	2841	13	16	3	3	24	27	3	4	4580	3700	975	817	6408	7190	1195	1428	10009	9601	1870	2170
7776	12586	12757	2632	2847	13	16	3	3	23	25	3	4	4583	3702	975	818	6396	7172	1183	1412	10067	9603	1875	2167
7777	12613	12783	2638	2869	13	16	3	3	23	25	3	4	4591	3700	974	818	6377	7159	1182	1411	10071	9645	1876	2183
7778	12629	12794	2656	2868	13	16	3	3	23	25	3	4	4597	3700	975	818	6376	7156	1181	1411	10077	9623	1881	2179
7779	12691	12850	2669	2885	13	15	3	3	23	25	3	4	4599	3815	977	844	6372	7118	1179	1401	10103	9650	1879	2196
7780	12760	12921	2675	2875	13	15	3	3	23	25	3	4	4601	3699	977	825	6278	7033	1149	1369	10141	9713	1877	2168
7781	12753	12929	2678	2880	13	15	3	3	23	25	3	4	4599	3697	975	825	6223	7000	1124	1347	10130	9691	1868	2155
7782	12728	12926	2675	2879	13	15	3	3	23	25	3	4	4593	3699	973	825	6171	6896	1118	1302	10232	9747	1878	2147
7783	12746	12975	2683	2898	12	15	3	2	23	25	3	4	4585	3689	968	826	5431	6369	882	1197	10213	9735	1854	2138
7784	12732	13003	2692	2912	13	15	3	2	23	25	3	4	4696	3732	974	833	5431	6338	879	1189	10205	9838	1886	2203
7785	12760	13030	2709	2932	13	15	3	2	23	25	3	4	4696	3733	974	833	5430	6338	877	1189	10231	9939	1889	2219
7786	12746	13036	2707	2929	13	15	3	2	23	25	3	4	4682	3654	919	804	5422	6334	876	1179	10297	9979	1895	2228
7787	12734	13065	2700	2923	13	16	3	2	23	25	3	4	4690	3655	959	804	5422	6334	876	1179	10246	9976	1896	2222
7788	12732	13097	2706	2937	13	16	3	2	23	25	3	4	4687	3653	957	814	5427	6334	879	1179	10263	9973	1897	2224
7789	12726	13101	2698	2932	13	16	3	2	23	25	3	4	4657	3522	957	798	5471	6360	895	1192	10186	9904	1886	2232
7790	12729	13105	2706	2951	13	17	3	2	23	25	3	4	4664	3554	979	850	5637	6489	979	1287	10195	9937	1885	2230
7791	12663	13102	2712	2952	13	17	3	2	22	24	3	4	4665	3554	980	850	5683	6504	985	1287	10252	9995	1902	2218
7792	12690	13160	2727	2974	13	17	3	2	22	24	3	4	4665	3955	986	917	5686	6504	986	1287	10273	10000	1897	2222
7793	12678	13168	2723	2967	13	17	3	2	23	24	3	4	5002	3966	1059	921	5688	6504	987	1287	10239	10043	1897	2234
7794	12667	13215	2735	2990	13	17	3	2	23	25	3	4	4958	3970	1059	922	5689	6504	999	1287	10197	10067	1896	2246
7795	12673	13261	2723	2989	13	17	3	2	23	25	3	4	4957	3974	1057	923	5689	6504	999	1287	10225	10053	1896	2251
7796	12658	13314	2708	2990	13	17	3	2	23	26	3	4	4882	4108	1037	914	5697	6504	1004	1288	10223	10054	1882	2238
7797	12609	13276	2711	2996	13	17	3	2	23	26	3	4	4877	4107	1062	935	5698	6504	1007	1288	10155	10057	1879	2240
7798	12607	13273	2716	3003	13	17	3	2	23	26	3	4	4879	4112	1055	932	5713	6508	1015	1309	10192	10105	1889	2257
7799	12566	13222	2703	2993	13	17	2	2	23	26	3	4	4823	4066	1051	925	5717	6509	1018	1313	10229	10158	1881	2250
7800	12527	13187	2714	3014	13	17	2	2	23	26	3	4	4804	4049	1045	920	5717	6514	1027	1333	10202	10156	1874	2273
7801	12567	13267	2717	3014	13	17	2	2	23	27	3	4	4798	4048	1045	922	5775	6547	1041	1335	10232	10328	1873	2275
7802	12549	13191	2715	3015	13	17	2	2	23	26	3	4	4758	4053	1041	931	5775	6549	1045	1347	10195	10328	1864	2278
7803	12522	13115	2711	3005	13	17	2	2	22	25	3	4	4674	4062	1038	932	5777	6550	1050	1354	10162	10302	1857	2271
7804	12501	13118	2712	2997	13	17	2	2	22	25	3	4	4674	4014	1038	909	5734	6506	1058	1348	10169	10238	1857	2259
7805	12440	13084	2732	3023	13	17	2	2	22	25	3	4	4676	4067	1033	913	5595	6504	1062	1344	10143	10288	1895	2296
7806	12404	13048	2718	3011	13	17	2	2	22	25	3	4	4676	4068	1033	913	5488	6455	1052	1341	10130	10307	1892	2311
7807	12419	13085	2747	3021	13	17	2	2	22	25	3	4	4677	4068	1033	913	5522	6391	1057	1319	10172	10421	1894	2320
7808	12380	13025	2720	3002	13	17	2	2	22	25	3	4	4928	4347	1112	913	5432	6264	1049	1287	10173	10403	1891	2319
7809	12332	13000	2723	2997	13	17	2	2	22	25	3	4	4929	4349	1111	903	5339	6228	1034	1279	10150	10373	1884	2322
7810	12340	13020	2736	3004	13	17	2	2	22	25	3	4	4929	4349	1106	898	5359	6247	1043	1280	10201	10385	1887	2321
7811	12382	13047	2733	2991	13	17	3	2	22	25	3	4	4929	4348	1096	897	5357	6219	1032	1275	10246	10350	1892	2310
7812	12359	13046	2717	2982	13	17	3	2	22	25	3	4	4928	4347	1096	897	5302	6192	1013	1269	10292	10326	1891	2307
7813	12269	12938	2655	2936	12	16	3	2	22	25	2	4	4880	4248	1083	873	5075	5901	924	1174	10239	10254	1868	2275
7814	12245	12957	2666	2937	12	16	3	2	22	25	2	4	4880	4587	1083	914	5079	5935	924	1183	10316	10317	1877	2307
7815	12222	12964	2661	2935	12	16	3	2	22	25	2	4	4879	4586	1083	914	5083	5931	925	1184	10373	10413	1885	2326
7816	12224	12986	2666	2940	12	16	3	2	22	25	2	4	4879	4586	1083	914	5075	5930	923	1183	10317	10465	1884	2323
7817	12280	13115	2719	3101	12	17	3	2	23	26	2	4	4912	4725	1118	944	5075	5930	923	1183	10260	10397	1881	2309
7818	12283	13120	2733	3113	12	17	3	2	23	26	2	4	4914	4728	1120	944	5145	5930	934	1183	10159	10265	1876	2285
7819	12243	13111	2746	3134	12	17	3	2	23	26	2	4	4965	4732	1122	944	5101	5967	952	1180	10232	10475	1905	2323
7820	12244	13139	2755	3151	12	17	3	2	23	26	2	4	5009	5194	1141	1161	5101	5978	955	1181	10260	10505	1902	2332
7821	12250	13145	2768	3161	12	18	3	2	24	26	2	4	5021	5204	1143	1163	5146	6046	986	1254	10322	10630	1900	2343
7822	12230	13147	2787	3188	12	18	3	2	24	26	2	4	5088	5211	1163	1181	5225	6136	1003	1275	10311	10718	1905	2368
7823	12185	13079	2788	3175	11	18	3	2	24	26	2	3	5094	5217	1164	1185	5284	6192	1024	1295	10298	10737	1919	2377
7824	12168	13072	2797	3184	11	18	3	2	24	26	2	3	5182	5292	1171	1199	5290	6183	1031	1293	10366	10819	1921	2380
7825	12175	13099	2808	3203	11	18	3	2	24	27	2	3	5185	5296	1172	1199	5343	6233	1048	1313	10452	10738	1934	2372
7826	11972	13075	2809	3274	11	19	3	2	24	26	2	3	5186	5297	1205	1218	5313	6202	1044	1314	10425	10821	1955	2394
7827	12017	13130	2876	3289	11	19	3	2	24	26	2	3	5250	5368	1210	1235	5329	6269	1044	1319	10482	10847	1973	2399
7828	11966	13160	2884	3303	11	19	3	2	24	26	2	3	5234	5350	1205	1235	5297	6255	1060	1321	10481	10842	1984	2408
7829	11943	13149	2879	3328	11	19	3	2	25	27	2	3	5194	5312	1247	1283	5168	6274	1062	1317	10446	10817	1988	2420
7830	11931	13145	2878	3327	11	19	3	2	25	27	2	3	5193	5312	1248	1275	5180	6277	1053	1311	10511	10912	1999	2440
7831	11844	13064	2879	3323	11	19	3	2	25	27	2	3	5192	5312	1251	1275	5069	6252	1066	1373	10509	10888	2004	2449
7832	11813	13041	2891	3348	11	19	3	2	25	27	2	2	5193	5312	1281	1308	5085	6255	1077	1375	10539	10872	2010	2453
7833	11783	13038	2884	3353	11	19	3	2	24	27	2	2	5185	5310	1281	1320	5085	6260	1071	1388	10532	10896	2013	2457
7834	11756	13008	2890	3347	11	19	3	2	24	27	2	2	5192	5310	1293	1320	5098	6309	1073	1389	10533	10903	2023	2460
7835	11709	13031	2898	3360	11	19	3	2	24	27	2	2	5193	5310	1292	1320	5120	6327	1090	1408	10467	10908	2033	2471
7836	11686	13050	2888	3363	11	19	3	2	24	27	2	2	5145	5311	1291	1320	5129	6325	1088	1408	10420	10909	2031	2469
7837	11687	13079	2897	3390	11	19	3	2	24	27	2	2	5146	5311	1291	1320	5182	6389	1099	1423	10454	10880	2032	2464
7838	11683	13078	2903	3395	11	19	3	2	24	27	2	3	5147	5311	1291	1320	5191	6320	1100	1420	10454	10890	2030	2458
7839	11705	13109	2920	3419	11	19	3	2	24	27	2	3	5147	5311	1294	1319	5258	6368	1138	1478	10499	10900	2050	2474
7840	11651	13090	2931	3428	11	19	3	2	24	27	2	3	5148	5311	1294	1319	5250	6360	1135	1479	10493	10895	2065	2491
7841	11643	13069	2933	3423	11	19	3	2	24	27	2	3	5148	5311	1294	1330	5228	6425	1145	1481	10564	10887	2073	2492
7842	11618	13067	2938	3432	11	19	3	2	24	27	2	3	5149	5323	1316	1357	5178	6393	1148	1482	10567	10882	2079	2503
7843	11608	13039	2951	3445	11	20	3	2	24	27	2	3	5150	5254	1316	1346	5175	6394	1151	1486	10575	10884	2088	2506
7844	11591	13029	2953	3457	12	20	3	2	24	27	2	3	5152	5255	1316	1346	5233	6448	1172	1513	10703	10919	2095	2517
7845	11529	13023	2949	3457	12	20	3	2	24	27	2	3	5153	5255	1317	1347	5230	6448	1173	1543	10753	10969	2093	2535
7846	11510	13025	2950	3457	12	20	3	2	24	27	2	3	5152	5255	1317	1347	5257	6445	1194	1539	10772	10983	2097	2533
7847	11456	13024	2945	3467	12	20	3	2	23	27	2	3	5153	5256	1317	1347	5231	6442	1191	1552	10805	10965	2104	2543
7848	11441	13023	2946	3472	12	20	3	2	22	26	2	3	5153	5256	1317	1347	5239	6446	1198	1564	10861	10990	2127	2568
7849	11323	12995	2948	3473	12	20	3	2	22	26	2	3	5319	5256	1344	1347	5073	6517	1199	1568	10860	10959	2128	2574
7850	11309	12996	2946	3476	12	20	3	2	22	26	2	3	5487	5435	1368	1373	5072	6525	1195	1575	10863	10960	2131	2564
7851	11270	13017	2946	3470	12	20	3	2	22	26	2	3	5540	5437	1382	1373	5041	6489	1195	1569	10868	10960	2126	2558
7852	11290	13024	2953	3476	12	19	3	2	22	26	2	3	5544	5437	1383	1372	5032	6504	1195	1575	10862	10956	2139	2558
7853	11266	12998	2953	3473	12	19	3	2	22	26	2	3	5547	5437	1382	1373	5014	6481	1200	1578	10832	10953	2137	2557
7854	11274	13011	2950	3485	12	19	3	2	22	26	2	3	5546	5439	1373	1364	5010	6483	1201	1583	10914	10961	2140	2568
7855	11238	12999	2951	3484	12	20	3	2	22	26	2	3	5548	5398	1373	1364	4924	6477	1199	1585	10850	10920	2143	2553
7856	11251	13014	2959	3499	12	20	3	2	22	26	2	3	5551	5398	1373	1361	4944	6512	1201	1590	10801	10898	2157	2616
7857	11213	12999	2962	3505	11	20	3	2	22	26	2	3	5555	5399	1373	1355	4945	6513	1193	1588	10752	10944	2153	2634
7858	11217	13013	2966	3515	11	20	3	2	22	26	2	3	5560	5399	1374	1355	4945	6515	1191	1591	10794	10980	2142	2639
7859	11231	13014	2962	3513	11	20	3	2	22	26	2	4	5561	5399	1374	1356	4939	6522	1191	1596	10800	11020	2160	2665
7860	11204	12986	2961	3511	11	20	3	2	22	26	2	4	5722	5399	1406	1355	4927	6527	1193	1600	10831	11012	2163	2662
7861	11169	12978	2961	3514	11	20	3	2	22	26	2	4	5730	5385	1405	1355	4934	6543	1192	1602	10895	11072	2158	2671
7862	11160	12973	2960	3515	11	20	3	2	22	26	2	4	5736	5385	1406	1354	4932	6528	1193	1600	10894	11061	2153	2667
7863	11167	12979	2966	3533	11	20	3	2	22	26	2	4	5739	5385	1406	1354	4945	6527	1193	1600	10904	11136	2145	2670
7864	11167	12980	2962	3529	11	20	3	2	22	26	2	4	5807	5456	1414	1363	4954	6541	1202	1601	11042	11145	2165	2674
7865	11198	12998	2975	3528	12	20	3	2	22	26	2	4	5813	5456	1414	1367	4936	6549	1197	1600	11024	11128	2160	2671
7866	11201	12995	2967	3523	12	20	3	2	22	26	2	4	5815	5456	1410	1368	4923	6553	1197	1600	11024	11102	2159	2666
7867	11183	12994	2962	3515	12	20	3	2	22	26	2	4	5815	5476	1447	1406	4926	6552	1192	1600	10926	10991	2105	2607
7868	11154	12977	2961	3521	12	20	3	2	22	26	2	4	5817	5476	1447	1406	4937	6553	1194	1618	10898	11043	2088	2622
7869	11193	12952	2982	3540	12	20	3	2	22	26	2	4	5816	5486	1534	1497	4937	6549	1193	1613	10903	11042	2083	2641
7870	11164	12906	2975	3532	12	20	3	2	22	26	2	4	5817	5488	1534	1497	4960	6561	1195	1616	11176	11274	2167	2717
7871	11146	12870	2972	3532	12	20	3	2	22	26	1	5	5818	5489	1534	1536	4971	6545	1205	1619	11268	11320	2186	2748
7872	11141	12898	2976	3545	12	20	3	2	22	26	1	5	5929	5489	1566	1536	5017	6568	1213	1623	11325	11420	2234	2810
7873	11142	12883	2962	3533	12	20	3	2	22	26	1	5	5927	5671	1565	1536	5028	6570	1227	1624	11400	11494	2246	2811
7874	11088	12853	2947	3525	12	20	3	2	22	26	1	5	5928	5672	1565	1536	5033	6563	1228	1627	11430	11540	2252	2818
7875	11078	12811	2942	3522	12	20	3	2	22	26	1	5	5927	5674	1564	1538	5033	6569	1232	1628	11437	11547	2257	2821
7876	10935	12766	2927	3515	12	20	3	2	22	26	1	5	5929	5676	1558	1538	5042	6584	1231	1627	11475	11560	2269	2818
7877	10887	12703	2919	3508	12	19	3	2	22	26	1	5	5935	5684	1572	1557	5059	6638	1233	1632	11487	11520	2285	2801
7878	10830	12702	2909	3509	12	18	3	2	22	26	1	5	5934	5684	1570	1559	5058	6639	1235	1632	11534	11525	2287	2804
7879	10802	12717	2907	3508	12	18	3	2	22	26	1	5	5870	5686	1563	1563	5077	6690	1238	1638	11505	11545	2286	2813
7880	10812	12729	2908	3513	12	18	3	2	22	26	1	5	5869	5693	1563	1566	5104	6669	1244	1636	11601	11592	2309	2823
7881	10781	12713	2892	3497	12	18	3	2	22	26	1	5	5867	5881	1562	1598	5109	6627	1243	1626	11595	11588	2303	2822
7882	10709	12660	2866	3476	12	18	3	2	22	26	1	5	5869	5981	1561	1620	5107	6626	1243	1625	11432	11544	2275	2813
7883	10710	12662	2855	3487	12	18	3	2	22	26	1	5	5869	6085	1560	1631	5182	6690	1263	1648	11428	11546	2270	2804
7884	10679	12661	2832	3487	12	18	3	2	22	26	1	5	5861	6086	1554	1631	5194	6727	1267	1658	11478	11548	2282	2804
7885	10680	12660	2842	3489	12	18	3	2	22	26	1	5	5861	6084	1554	1631	5197	6729	1271	1658	11565	11552	2299	2846
7886	10682	12677	2847	3516	12	18	3	2	22	26	1	5	5732	5951	1535	1612	5186	6730	1269	1665	11624	11639	2331	2971
